ts_utc,loop_cycle,symbol,status,ok,placed_count,cancelled_count,agent_source,spread_bps,order_size_quote_capped,buy_price,sell_price,buy_block_reason,sell_block_reason
2026-04-03T19:52:24Z,1,BTCUSDT,quoted_placed,True,2,0,agent_heuristic,22.0,50.0,66816.2,66963.36,,
